name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Ayers, Duane",86.14,NULL,NULL,NULL,AXA,NULL,4000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1931-10-04 07:00:00.000,75,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003BJM,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,523386873,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Goldberg, Cynthia",86.44,NULL,NULL,NULL,AXA,NULL,3000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1931-06-16 07:00:00.000,75,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003BLC,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,081207975,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Louis, Maynard",88.22,NULL,NULL,NULL,AXA,NULL,3000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-09-04 07:00:00.000,77,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003BMZ,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,321283680,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Redmond, John",86.98,NULL,NULL,NULL,AXA,NULL,10000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1930-12-01 08:00:00.000,76,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003BNX,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204221205,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trager, Stanley",89.25,NULL,NULL,NULL,AXA,NULL,3000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1928-08-24 07:00:00.000,78,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003BOW,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,055204996,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Smith,",90.96,NULL,NULL,NULL,AXA,NULL,10000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1926-12-08 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003CP9,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,562202934,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Reed, Berniece",90.12,NULL,NULL,NULL,JP,NULL,5000000.00,Legend Plus,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1927-10-10 07:00:00.000,79,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003CHM,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,010229991,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Hehenberger, Robert",88.16,NULL,NULL,NULL,AXA,NULL,2500000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-09-28 07:00:00.000,77,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003D95,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,389244297,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"White, Eloise",91,NULL,NULL,NULL,AXA,NULL,4000000.00,Athena Unverisal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1926-11-25 08:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DAX,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246360101,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Mapston, William",84.08,NULL,NULL,NULL,Penn Mutual,NULL,3500000.00,Protector Builder,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1933-10-27 07:00:00.000,73,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DBU,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,527369268,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gunther, Veronica",87.11,NULL,NULL,NULL,Penn Mutual,NULL,7000000.00,Protection Builder,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1930-10-15 07:00:00.000,76,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DEP,4,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,015503580,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Davis, Helen",86.39,NULL,NULL,NULL,AXA,NULL,2500000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1931-07-06 07:00:00.000,76,NULL,NULL,NULL,NULL,NH,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003D3U,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,085242607,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gunther, Heinz",87.88,NULL,NULL,NULL,JP,NULL,3750000.00,JPF Legend Plus,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2008-11-21 18:15:39.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1930-01-07 08:00:00.000,77,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DWE,2,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,048262848,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gluck, Dolores",91.16,NULL,NULL,NULL,AXA,NULL,5000000.00,Athena UL II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1926-09-27 07:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DZA,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183247664,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wigman, Helen",94.12,NULL,NULL,NULL,AXA,NULL,4000000.00,Athena Universal Life II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1923-10-13 07:00:00.000,83,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003DZM,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,551222238,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kayne, Herbert",87.82,NULL,NULL,NULL,JP,NULL,4000000.00,JPF Legend Plus,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1930-01-29 08:00:00.000,77,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003E8J,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130227014,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jakobson, Peter",91.37,NULL,NULL,NULL,Phoenix,NULL,5000000.00,PAUL III 0906,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1926-07-13 07:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003E8S,2,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,063208752,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ferguson, Barbara",83.75,NULL,NULL,NULL,Union Central,NULL,5000000.00,Excel Protector,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1934-02-24 08:00:00.000,73,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003EBV,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,506363539,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Shonfeld, Willard",86.21,NULL,NULL,NULL,JP,NULL,7000000.00,JP Legend Plus,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1931-09-10 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A003EDP,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,340248165,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Akopyan, Marusya",91.19,NULL,NULL,NULL,AG,UM0028091LMCC,5000000.00,Plat Prov Ultra 2003,,NULL,NULL,2005-05-26 16:52:24.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1926-09-15 07:00:00.000,79,NULL,NULL,NULL,NULL,CA,NULL,NULL,NULL,NULL,NULL,Q6UJ9A001WJO,0,MCC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,626444874,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lioon, Jacqueline",87.1,NULL,NULL,NULL,Phoenix,NULL,5000000.00,PAUL III 0906,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1930-10-19 07:00:00.000,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0029XV,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186246310,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Gluck, Dolores",91.16,NULL,NULL,NULL,AXA,NULL,5000000.00,Athena UL II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1926-09-27 07:00:00.000,80,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A002BYM,9,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183247664,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Casey, Thomas C.",87.94,NULL,NULL,NULL,ING,NULL,8000000.00,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1929-12-17 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Q6UJ9A002C8F,10,Oceanus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,028220319,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Labrunerie, Walker",87.57,NULL,NULL,NULL,AXA,NULL,15000000.00,Athena UL II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1930-04-30 07:00:00.000,76,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A002CCI,4,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,497327414,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rosenzweig, Saul",92.31,NULL,NULL,NULL,AXA,NULL,5000000.00,Athena UL II,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Male,1925-08-03 07:00:00.000,81,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A0026XM,1,Lonsdale,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267407673,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bernstein, Sylvia",86.84,NULL,NULL,NULL,AXA,156231952,5000000.00,Athena Universal Life II,,NULL,NULL,2007-04-26 07:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1931-01-21 08:00:00.000,76,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A002ZOQ,1,Lonsdale,"Brouner, J. Frederic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cash Payoff,NULL,NULL,NULL,NULL,Cash Payoff,2007-09-21 08:00:00.000,NULL,NULL,Pacifica,Cash Payoff,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,058241798,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lester, Pattie",95.49,NULL,NULL,NULL,AXA,156232910,5000000.00,Athena UL II,,NULL,NULL,2006-11-28 08:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Female,1922-05-31 07:00:00.000,84,NULL,NULL,NULL,NULL,WI,NULL,NULL,NULL,NULL,NULL,Q6UJ9A00307U,250,Corry Capital,"Brouner, J. Frederic",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412462525,NULL,NULL,NULL,NULL,NULL,NULL,NULL
